id,requirement,defect,weak_word
1306,The DTC requirement of the other module overrides the DTC requirement in the ADSE system requirement specification for this particular condition.,ok,particular
1307,The DTC requirement of the other module overrides the DTC requirement in the requirement specification for the ADSE module for this particular condition.,ok,particular
1308,Particular Contract requirements for Remanufacturing HINVs,ok,particular
1309,"DS / DZ features have to be in accordance with SPEC 10317 ""Documentation Requirement, Identification of parts, assemblies and particular features"" [LH-2221].",ok,particular
1310,"Therefore, particular security measures (redundancy + checksum) are to be taken when storing the ID code in the siren and master.",ok,particular
1311,The frequency details for all antenna measurements are specified in the particular sections below.,ok,particular
1312,OEMMLER requires in particular the definition and implementation of avoidance and detection measures when one of the following System-FMEA criteria is fulfilled:,ok,particular
1313,Such a necessity may arise in particular because of system changes or because of the measures presented in the FMEAs / ETAs.,ok,particular
1314,The contents of the database - in particular the selection of overrunnable objects to be tested - shall be agreed on between OEM not later than dealine of tbd,ok,particular
1315,"The component, when operating and being illuminated, within its defined FOV (in particular the main antenna lobe), by interfering EM signals in the 76-77GHz frequency band and considering valid frequency allocations:",ok,particular
1316,"The range of application is planned for outside built-up areas, in particular on federal highway and on freeway.",ok,particular
1317,"For the D-sample and for all subsequent releases (in particular for the PPF report), automated testing must be contribute at least 80 % to the overall test coverage.",ok,particular
1318,"The contractor shall comply with the fundamental aftersales requirements for the components as defined and specified in the ""Aftersales Vehicle Standards"" [LH-2178], and with the requirements of the ""OEM Special Terms"" [LH-3010], in particular OEM Special Terms 34: ""Supply of Replacement Parts for OEM Products"".",ok,particular
1319,In particular those tests cases that detected the corrected defect shall be repeated.,ok,particular
1320,"The performance of the Navigation function shall be state-of-the-art and in particular comparable to (high-end) PNDs on the consumer market after 2014 (e.g. TomTom, Garmin, Navigon, Medion, Falk, etc.).",ok,particular
1321,"In case of of limited angle ranges the contractor must represent the maximum angle range, in particular including to the final attacks.",ok,particular
1322,"In particular, all measurement boundary conditions, for example supply voltages, input signals and bus messages, shall be listed in detail for each and every test step and the measuring accuracies and sampling rates shall be defined for the parameters to be measured.",ok,particular
1323,"Immersion of the coils in water, in particular in contaminated water (e.g. rust etc.), is not permitted.",ok,particular
1324,"In particular, these include the current MDS quality gates, and also sample statuses, deadlines for testing and technology test drives.",ok,particular
1325,In particular a inverse-polarity protection is to be realized as well as the EMC- / ESD requirements are to be fulfilled.,ok,particular
1326,"In particular, RD China shall ensure the subcontractor is obligated to non-disclosure in the context of its own obligations.",ok,particular
1327,"Oscillations (in particular caused by the electrical motor) should be not more disturbing, as with a pure combustion engine operation, particularly regarding the operating conditions recuperation, e-drive with oil pump operation.",ok,particular
1328,"This applies in particular also to the additional hybrid-specific components, which may not be in all operating conditions remarkable sources of noise.",ok,particular
1329,"For components which in an overload condition (current, voltage, temperature) can automatically shut off and on again (or can be caused to do so or which in an overload condition are without any defined antirepeat), it shall be verified that when there is a permanent activate condition, this will not result in any damage of the component and the control unit (in particular the PCB).",ok,particular
1330,"Here in particular, the cargo carriers, which serve as transport carriers, are to be examined - due to the extending of the drive train and the threading tools - for the threaded connection of the transmission on the carrier ring because of the changed angular position.",ok,particular
1331,"In particular, the requirements made of the test documentation in SPEC 10305-1 Draft 1: E / E Environmental Testing; Part 1: Test Specifications>, Chapter 5.4 and the requirements made on the test setups in SPEC 10305-1 Draft 1: E / E Environmental Testing; Part 1: Test Specifications>, Chapter 5.5 must be taken into consideration.",ok,particular
1332,"In particular the requirements on the test documentation in SPEC-10611, Chapter 5.4 and the requirements on the test setups in SPEC-10611, Chapter 5.5 must be complied with.",ok,particular
1333,"Thees bondary conditions refer in particular to space requirement investigations with the corresponding tolerance considerations, installation, mounting possibility, ease of servicing, visual matching with trim parts (inside and outside), environmental compatibility, national variants and the use of modular systems.",ok,particular
1334,"Taking into consideration these prerequisites, a component must be classified as safety-relevant if one of the following ten safety functions in particular is affected:",ok,particular
1335,"For detailed test requirements refer to section Testing and Validation, in particular chapter 9.1.1.4.10 and following",ok,particular
